var1;var2;var3;var4;var5;var6;var7;var8;var9;var10;var11;var12;var13;var14;var15;var16;var17;var18;var19;var20;var21;var22;var23;Columna1
49;6;San Salvador;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 6 a 10 semanas;Se cumplieron;;De 1 a 5 semanas;Bastante;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no tenían el LT y CE.;Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Segundo año de bachillerato;8;Excelente;8;Fue dificil para ellos sacar las probabilidades como obtener los casos favorables y  casos posibles;Reforzar sobre los metodos de conteo  ;
52;25;San Salvador;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Se cumplieron;;De 16 a 20 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Primer año de bachillerato;8;Excelente;6;Por el difícil manejo de las identidades  para ellos ya que lleva demostraciones ;Dosificar más los ejercicios, ejemplos más sencillos;
55;28;Cuscatlán;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;No todos lo veian ,pues no cuentan con Internet;De 11 a 15 semanas;Se cumplieron;;Útil;No tenía dispositivo para darle seguimiento a los estudiantes., No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Desarrollé sesiones  virtuales  con los estudiantes.;Primer grado;Siete;Muy buena;4;A los padres les parecia dificiles;Retroalimentacion el proximo año;
51;27;Usulután;Excelente;Muy buena;Útil;De 16 a 20 semanas;Bastante;De 16 a 20 semanas;Bastante;;De 16 a 20 semanas;Bastante;;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Primer grado;10;Muy buena;9;Les costaba mucho analizar cuantos niños habían adelante de ellos o atrás. ;Hacer una video llamada para poder explicarle hasta que logren entender. ;
57;21;Usulután;Muy buena;Muy buena;Muy útil;De 6 a 10 semanas;Un poco;De 1 a 5 semanas;Un poco;Debe ser mas accesibles  para el estudiando. ;De 1 a 5 semanas;Un poco;Debe ser de  fácil comprensión  para los  niños y no tan rápido. ;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Tercer grado;8;Muy buena;6;Dificultad para  memorizar las tablas  de multiplicar. ;"Repasar y dedicar más tiempo a los egersicios de la división 

 Con los alumnos y alumnas. ";
32;6;Cuscatlán;Regular;Excelente;Muy útil;De 11 a 15 semanas;Un poco;De 11 a 15 semanas;Bastante;Que las clases de la semana estén al menls un día antes reforzando cada contenido que impartimos los docentes.;De 11 a 15 semanas;Se cumplieron;Que los vídeos sean más breves por los que tienen internet limitado.;Útil;La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Octavo grado;8;Muy buena;5;Por las demostraciones e identificación de ángulos opuestos por el vértice, alternos y correspondientes.;En el 2021 considerarlo como repaso en noveno grado y durante las vacaciones, en canal 10 retransmitir algunas clases como curso de verano opcional.;
57;28;Usulután;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 16 a 20 semanas;Bastante;Los temas deben ser mas apegados a la realidad de nuestros estudiantes;De 16 a 20 semanas;Bastante;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Primer año de bachillerato;9;Regular;6;Es de mucho analisis y todas  las unidades de trigonometria les presentan bastante dificultad. ;Necesitan clases presenciales;
39;17;Cuscatlán;Excelente;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;;De 11 a 15 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Segundo grado;8;Muy buena;8;Les es un poco dificil comparar objetos. Utilizando medidas de capacidad;Trabajarlo en forma abstracta. Elaborando la balanza .botella. e.t.c;
25;7;Usulután;Excelente;Muy buena;Muy útil;De 1 a 5 semanas;Se cumplieron;De 1 a 5 semanas;Se superaron;Que los ejercicios esten desarrollados por metodos mas practico ;De 1 a 5 semanas;Se cumplieron; Resolucion de ejercicios mas dificeles de comprender por parte del estudiantado ;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE.;Séptimo grado;8;Muy buena;5;Tendían a condición en algunos ejercicios de comprensión ;El desarrollo lógico más fácil de comprender en el enunciado del ejercicio ;
43;15;Cuscatlán;Regular;Regular;Muy útil;De 16 a 20 semanas;Un poco;De 1 a 5 semanas;Un poco;Desarrollar más ejercicios y algunos complejos ;De 1 a 5 semanas;Un poco;Aportar más ejercicios de los temas más complejos ;Poco útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Noveno grado;6;Muy buena;5;Poco razonamiento ;Practicar más la teoría y luego practicar con muchos ejercicios ;
29;3;La Paz;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Bastante;;De 11 a 15 semanas;Bastante;;Útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Octavo grado;8;Muy buena;6;Por la complejidad en la comprensión de sus contenidos.;Seria bueno separar las unidades de geometría y matemática. ;
57;30;San Vicente;Excelente;Muy buena;Útil;De 11 a 15 semanas;Bastante;De 6 a 10 semanas;Un poco;Que los sitios web se puedan abrir. Por ejemplo: algunas veces han mandado algunos link de dinámicas para primer grado que no se pueden ver;De 6 a 10 semanas;Un poco;Que las clases fueran por la tarde o sea a la una de la tarde.;Útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Primer grado;Hasta la unidad 9;Muy buena;5;Ni los padres de familia ni los estudiantes entendieron el procedimiento de composicion y descomposicion de los números.;Utilizando materiales de bajo costo.Ejemplo:pajillas, hojas, maiz,frijoles, paletitas y al hacer los ejercicios que sean números mas bajitos para que los estudiantes comprendan paso a pasito todo el P. O. en todas las operaciones de ESMATE.;
58;27;Usulután;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 6 a 10 semanas;Se cumplieron;Creo que todo esta muy bien .;De 6 a 10 semanas;Se cumplieron;Todo esta bien .;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Noveno grado;8;Muy buena;7;Porque son unidades que necesitan explicación presencial, por ser fácil que un estudiante tenga menos dudas .;Dejar lo virtual y tomar lo presencial lo más pronto posible, guardando todas las medidas necesarias para evitar el covid 19. ;
44;19;Cuscatlán;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Se cumplieron;De 1 a 5 semanas;Bastante;;De 11 a 15 semanas;Se superaron;Adaptarlos más a los educativos ;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Segundo grado;8;Muy buena;5;Porque la explicación debía ser más presencial;Mayor compromiso de los padres de familia y mejorar el accesso al brecha de internet para estudiantes.;
54;5;Usulután;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Se cumplieron;Capacitar mas a docentes y estudiantes;De 11 a 15 semanas;Se cumplieron;Estan muy buenos;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Noveno grado;8;Muy buena;7;Es mas de analisis y razonamiento;Explicacion de metodo y procediento antes e realizar los ejercicios;
39;14;San Salvador;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Minimizar la teoría;De 16 a 20 semanas;Se cumplieron;Hacer más vídeos para un tema;Útil;No tenía acceso a internet para darle seguimiento a los estudiantes.;Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Tercer grado;Unidad 10;Muy buena;5;Porque es necesario explicar el tema para que ellos lo realicen después en su libro de ejercicios;Reforzar nuevamente los contenidos que presentaron dificultades en el aprendizaje;
46;20;Usulután;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 1 a 5 semanas;Se cumplieron;;De 16 a 20 semanas;Se cumplieron;;Muy útil;No tuve dificultades;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Tercer grado;10;Muy buena;6;"Fue difícil que ellos comprendieran la división por que es un tema confuso que en el aula lo explico en forma lúdica para la mejor comprensión, pues ellos lo aprenden mejor utilizando materiales concretos ; por la edad que tienen aprenden más jugando .";Para el caso de la división, una clase antes de enseñar la división, pedir a los niños que para desarrollar la clase de división recolecten algun material concreto y a la par de la clase vayan ellos desarrollando también las actividades que realicen los maestros para de esa forma comprendan mejor. Y transmitir varias clases del tema para afianzar el contenido.;
36;3;San Salvador;Muy buena;Muy buena;Útil;De 11 a 15 semanas;Se cumplieron;De 1 a 5 semanas;Se cumplieron;El próximo año seria bueno que den inicio las clases todos al mismo tiempo ya que este año cuandoniniciaron las teleclases no todos iban en la misma temática;De 1 a 5 semanas;Se cumplieron;No todos tienen acceso para poder verlos.;Útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos., Me enfermé de covid 19;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Primer grado;6;Muy buena;5;Muy larga, mucho contenido. ;"Dividir las unidades con la misma cantidad. 
Dejar las más fáciles de último ";
38;10;San Salvador;Muy buena;Excelente;Muy útil;De 6 a 10 semanas;Se superaron;De 6 a 10 semanas;Se superaron;;De 16 a 20 semanas;Se superaron;;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos., Me enfermé de covid 19;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Noveno grado;8;Muy buena;5;Aplicación de los criterios en problemas de aplicación;Solución de ejemplos diversos;
44;15;Cuscatlán;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 1 a 5 semanas;Bastante;;De 1 a 5 semanas;Se cumplieron;;Útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos., No tuve dificultades;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Noveno grado;8;Muy buena;4;Por la presentación de las graficas;Un programa o aplicación para hacer el trebajo;
48;19;San Salvador;Muy buena;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 11 a 15 semanas;Se superaron;Me parece que se realizó un excelente trabajo 8;De 11 a 15 semanas;Se superaron;No tengo sugerencias , me parece un excelente trabajo;Muy útil;La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Segundo grado;9;Muy buena;4;Presentaron dificultad en la resta de 3 cifras prestando 2 veces y en la gráfica de cinta;Hacer un refuerzo utilizando los videos , animaciones y teleclases que nos proporciona ESMATE. Y hacer un refuerzo el próximo año lectivo antes de iniciar el tercer grado;
51;26;Usulután;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;Rapidez de funcionamiento;De 11 a 15 semanas;Se cumplieron;Ediciòn;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Segundo grado;7;Muy buena;7;Porque implicaba el uso de las tablas de multiplicar;Más practicas en la resolucion de problemas aplicando la multiplicación;
42;4;Sonsonate;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 1 a 5 semanas;Bastante;Tutoriales ;De 16 a 20 semanas;Se cumplieron;Depende de cada profesores las herramientas estan dadas;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos., Me enfermé de covid 19;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos.;Quinto grado;8;Excelente;5;Falta de interes;Mas exceso al Internet ;
52;25;San Salvador;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Bastante;De 11 a 15 semanas;Bastante;;De 11 a 15 semanas;Bastante;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Primer grado;10;Muy buena;5;Por la composición de numeros;Enseñar la composición de numeros en unidades anteriores;
54;35;San Salvador;Muy buena;Muy buena;Útil;De 16 a 20 semanas;Bastante;De 16 a 20 semanas;Un poco;Pues lastimosa mente los niños no tienen acceso a internet;De 16 a 20 semanas;Un poco;Por el acceso a internet;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática.;Segundo grado;Unidad 9;Buena;7;Por que no se aprendieron las tablas de multiplicar ;Reforzar desde el inicio esa unidad ;
47;20;Sonsonate;Muy buena;Muy buena;Útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Bastante;Iuna mejor interaccion en la i  nterfaz  de la pagina;De 11 a 15 semanas;Bastante;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Cuarto grado;Unidad 7;Muy buena;7;Por falta de acceso a la tecnologia;Mejoras las estrategias acorde a la edad del niño;
24;4;Usulután;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Bastante;De 1 a 5 semanas;Bastante;Incluir un apartado donde los estudiantes puedan trabajar las operaciones de manera virtual. ;De 16 a 20 semanas;Se cumplieron;;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., No tenía acceso a internet para darle seguimiento a los estudiantes.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Cuarto grado;9;Excelente;5;"Porque la división requiere de varios procesos. 
Fue todo un reto el poder ejecutar esta unidad de manera virtual, ya que para la enseñanza de este contenido requiere de mucha práctica y aplicación dentro del salón de clases y no todos los niños traen bases de los grados anteriores sobre la divisón, practicamente se inicia desde cero porque primero que el niño sepa muy bien las tablas de multiplicar, posteriormente que pueda realizar el proceso de multiplicación, resta y comprobación. 
En este sentido requiere una atención plena ante el contenido desarrollado para que lo pueda realizar de manera correcta. ";"-Innovar en la enseñanza de este contenido. 
-Utilizar recursos multimedia y material concreto. Relacionar estos recursos para una mayor comprensión del contenido. ";
52;28;San Vicente;Muy buena;Muy buena;Muy útil;De 6 a 10 semanas;Se cumplieron;De 1 a 5 semanas;Se cumplieron;Que debería ser más accesible el Internet en la zona rural porque les cuesta agarrar señal y se les a dificultado;De 1 a 5 semanas;Se cumplieron;Que debería ser más concreto para que el estudiante entienda mejor;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no tenían el LT y CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Desarrollé sesiones  virtuales  con los estudiantes.;Tercer grado;10;Muy buena;5;Por la medición no podían utilizar el compás y el transportador ;Enseñarles utilizar el compás y el transportador para que no se les aga difícil ;
42;13;San Salvador;Muy buena;Muy buena;Útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Que se puedan descargar en formato pdf para poder imprimirlas y proporcionar la reforma fiscal cada uno de los alumnos;De 11 a 15 semanas;Se cumplieron;potencia las características y utilidades de las herramientas de digitalización y de generación de contenidos gráficos y audiovisuales;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Primer año de bachillerato;8;Muy buena;8;Por la combinación de contenidos del área puramente matemática y de las áreas aplicadas de los temas observados;Identificar ejemplos y aplicaciones prácticas que demuestran la importancia de la utilidad del tema en el mundo real y en la vida cotidiana;
52;20;San Salvador;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Se cumplieron;De 6 a 10 semanas;Se cumplieron;;De 6 a 10 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos.;Primer año de bachillerato;7;Muy buena;6;por el manejo de las identidades y ecuaciones;Que los alumnos dediquen más interés para determinar las razones trigonométricas y el manejo de ecuaviones;
46;9;Usulután;Excelente;Excelente;Muy útil;De 6 a 10 semanas;Un poco;De 6 a 10 semanas;Un poco;un aporte importante seria incorporar videos explicativos del tema a desarrollar ;De 11 a 15 semanas;Un poco;explicación deberia ser paso a paso, ya que algunos estudiantes manifestaban no comprender en su totalidad ;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Sexto grado;unidad 10;Excelente;7;no lograban comprender como encontrar moda y mediana;aclarando los conceptos de encontrar moda y mediana y desarrollo paso a paso de cada uno ;
53;30;Usulután;Excelente;Excelente;Muy útil;De 6 a 10 semanas;Se superaron;De 6 a 10 semanas;Se cumplieron;El tiempo es demasiado corto;De 6 a 10 semanas;Se cumplieron;No todos los alumnos tienen Internet y computadoras;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos.;Tercer grado;8;Muy buena;6;Por que hay desinterés de algunos alumnos en aprender las tablas para hacer la los ejercicios de división por que es necesario que el maestro este presente para despejar dudas de re;Que los padres de familia se involucre  Para ayudarle a resolver y exigirle que es importante aprenderse las tablas por la situación de la pandemias   Por que el maestro esta ausente físicamente  . Estando es maestro presta mas atención  y explica más y involucra al alumnos;
70;35;Sonsonate;Regular;Regular;Útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Bastante;Simplicar las explicaciones.;De 11 a 15 semanas;Bastante;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE.;Cuarto grado;8;Muy buena;8;Por que las fracciones, son parecidas.;Trabajar de forma presencial.;
30;6;Usulután;Muy buena;Excelente;Muy útil;De 6 a 10 semanas;Bastante;De 6 a 10 semanas;Se cumplieron;;De 1 a 5 semanas;Bastante;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Primer grado;6;Muy buena;5;Necesitan una mejor atención presencial, son contenidos muy importantes como la suma y resta.;Enviar material concreto para estas dificultades;
